sku,categories,name,description,short_description,weight,price,url_key,meta_title,meta_description,base_image,base_image_label,small_image,small_image_label,thumbnail_image,thumbnail_image_label,chassis_type,condition,condition_override,controller,custom_label0,custom_label1,custom_label2,custom_label3,ebay_category,ebay_description,ebay_description_title,ebay_seller_notes,ebay_title,hdd_bays,hdd_bays_filters,hdd_interface,hdd_size,manufacturer,part_number,powervault_compatibility,raid,short_name,tech_specs,transfer_speed,warranty,warranty_text_override,qty,image_1,image_2,image_3,image_4,image_5
SA00147,"Dell EqualLogic PS4100 Series","Dell EqualLogic PS4100E LFF 1x12 3.5"" - 12 x 1TB 7.2k SAS 3.5""","<h3><b>Dell EqualLogic PS4100E Storage Area Network Array (SAN)</b></h3>
<ul>
<li>12 x 1TB 7.2k SAS 3.5"" Dell EqualLogic Enterprise Hard Drives</li>
<li>12TB Raw Capacity</li>
<li>x12 way backplane for up to 12 x 3.5"" SAS hard drives</li>
<li>Dual Redundant PSUs</li>
<li>Rails Not Included</li>
<li>Bezel Not Included</li>
</ul>
<b>2 x Type 12 Redundant Controllers</b>
<ul>
<li>2 x RJ45 Ethernet Ports Per Controller</li>
<li>1 x RJ45 Management Port</li>
<li>1 x Serial Port</li>
</ul>
<br />
<p>Connectivity via Ethernet Switch (Not Included)</p>","<ul>
<li><b>12 x 1TB 7.2k SAS HDD</b></li>
<li>12TB Raw Capacity</li>
<li>1Gbps iSCSI</li>
<li>2 x Type 12 Controllers</li>
<li>Dual Redundant PSUs</li>
<li>Rails Not Included</li>
</ul>
",30.0000,1420.0000,https://www.etb-tech.com/dell-equallogic-ps4100e-lff-1x12-3-5-12-x-1tb-7-2k-sas-3-5.html,"Dell EqualLogic PS4100E - 12 x 1TB 7.2k SAS","Buy Dell EqualLogic PS4100E - 12 x 1TB 7.2k SAS EqualLogic Enterprise hard drives.  All specs in stock ready for next day delivery and include a 12 month warranty.",https://cdn.etb-tech.com/media/catalog/product/e/q/equallogic_ps4100e_12_2tb_no_bezel_front_dsc3390_3.jpg,,/e/q/equallogic_ps4100e_12_2tb_no_bezel_front_dsc3390_3.jpg,,/e/q/equallogic_ps4100e_12_2tb_no_bezel_front_dsc3390_3.jpg,,"2U Rackmount","ETB Refurbished","ETB Refurbished – A pre-owned item that has been fully tested, cleaned and returned to factory defaults where applicable","1GbE iSCSI","Storage Arrays",Equallogic,"PS4100 Series",,58317,"<h2><b>Dell EqualLogic PS4100E Storage Area Network Array (SAN)</b></h2>
<ul>
<li>12 x 1TB 7.2k SAS 3.5"" Dell EqualLogic Enterprise Hard Drives</li>
<li>12TB Raw Capacity</li>
<li>x12 way backplane for up to 12 x 3.5"" SAS hard drives</li>
<li>Dual Redundant PSUs</li>
<li>Rails Not Included</li>
<li>Bezel Not Included</li>
</ul>
<b>2 x Type 12 Redundant Controllers</b>
<ul>
<li>2 x RJ45 Ethernet Ports Per Controller</li>
<li>1 x RJ45 Management Port</li>
<li>1 x Serial Port</li>
</ul>
<br /><br />
<ul>
<li>Condition - <b>Refurbished</b></li>
<li>Warranty - <b>12 Months Return to Base warranty with seller</b></li>
</ul>
<br /><br />
<p>Connectivity via Ethernet Switch (Not Included)</p>
<br /><br />","Dell EqualLogic PS4100E - 12 x 1TB 7.2k SAS","Price Includes UK VAT @ 20% - Free UK Delivery - See item description for warranty information","Dell EqualLogic PS4100E - 12 x 1TB 7.2k SAS",12,"12 x 3.5""",,"3.5""",Equallogic,PS4100E,,,"Dell EqualLogic PS4100E with 12 x 1TB 7.2k SAS","<table class=""ProductInfo"">
<thead>
<tr><th colspan=""2"">Dell EqualLogic PS4100E Tech Specs</th></tr>
</thead>
<tbody>
<tr>
<td>Storage Controllers</td>
<td>Dual controllers with 4GB non-volatile memory per controller</td>
</tr>
<tr>
<td>Network Interfaces</td>
<td>Management network: One 100BASE-TX per controller Interface ports: Two 1000BASE-T ports per controller</td>
</tr>
<tr>
<td>Hard Disk Drives</td>
<td>Twelve (12) NL-SAS hot-pluggable hard drives.</td>
</tr>
<tr>
<td>Drive Capacities</td>
<td>3.5"" 7.2K RPM NL-SAS drives</td>
</tr>
<tr>
<td>Volumes</td>
<td>Up to 256</td>
</tr>
<tr>
<td>Snapshots</td>
<td>128 per volume / up to 2,048 total per group</td>
</tr>
<tr>
<td>Volume Connections Per PS Series Group</td>
<td>Up to 512 per pool / 1024 per group</td>
</tr>
<tr>
<td>Host Protocol</td>
<td>Any standards-compliant iSCSI initiator</td>
</tr>
<tr>
<td>OS Supported</td>
<td>Microsoft Windows Server including Hyper-V, VMware ESX Server, Red Hat Enterprise Linux (RHEL),<br />SUSE Enterprise Linux (SLES), Oracle Linux, Oracle Solaris, IBM AIX, HP-UX, Mac OS X, <br />Citrix XenServer, Novell NetWare For a complete list of supported OS versions including software initiators, <br />NICs/CNAs, and HBAs</td>
</tr>
<tr>
<td>RAID Support</td>
<td>RAID 5, RAID 6, RAID 10, and RAID 50</td>
</tr>
<tr>
<td>TCP Network Support</td>
<td>IPv4, IPv6 core support</td>
</tr>
<tr>
<td>Expansion Option</td>
<td>Can be combined with other EqualLogic PS Series arrays in the same SAN group, online. <br />A maximum of two (2) PS4x00 arrays can be in a group.</td>
</tr>
<tr>
<td>Reliability</td>
<td>Redundant hot-swappable controllers with vertical port sharing Hot-swappable disks and power supplies</td>
</tr>
<tr>
<td>Enclosure Monitoring System</td>
<td>Automatic spare configuration and utilization SMART Automatic bad block replacement Auto-Stat Disk Monitoring System <br />(ADMS) to monitor health of data on disk drives</td>
</tr>
<tr>
<td>Management Interfaces</td>
<td>SAN Headquarters multi-group performance and event monitoring tool Serial console <br />Ability to configure a separate management network SNMP, telnet, SSH, HTTP, Web (SSL), <br />host scripting Multi-administrator support</td>
</tr>
<tr>
<td>Security</td>
<td>CHAP authentication Access control for iSCSI Access control for management interfaces including RADIUS support</td>
</tr>
<tr>
<td>Notification Methods</td>
<td>SNMP traps, e-mail, syslog</td>
</tr>
<tr>
<td>Power</td>
<td>AC voltage: <br />100-240 VAC &plusmn;10% single phase 700 W (max, total), <br />+5V up to 155W; +12V up to 624W; <br />+5Vsb up to 10W Frequency: 50/60 Hz <br />Power factor: 0.98 (minimum) </td>
</tr>
<tr>
<td>Physical</td>
<td>Height: 2U / 87 mm (3.42 inches) <br />Width: 446 mm (17.57 inches) <br />Depth: 600 mm (23.62 inches) <br />Weight: 29.3 kg (64.6 lbs)</td>
</tr>
</tbody>
</table>
<style><!--
table.ProductInfo {
  font-family: Arial, Helvetica, sans-serif;
  border: 1px solid #d6d6d6;
  width: 100%;
  text-align: left;
  border-collapse: collapse;
}
table.ProductInfo td, table.ProductInfo th {
  border: 1px solid #d6d6d6;
  padding: 2px 2px;
}
table.ProductInfo tbody td {
  font-size: 12px;
  text-align: left;
  padding-left: 2%;
}
table.ProductInfo tr:nth-child(even) {
  background: #f4f4f4;
}
table.ProductInfo td:nth-child(odd) {
color: #3D3D3D;
}
table.ProductInfo thead {
  background: #e6e6e6;
  border-bottom: 1px solid #A9A9A9;
  
}
table.ProductInfo thead th {
  font-size: 15px;
  font-weight: bold;
  color: #3D3D3D;
  text-align: left;
  padding-left: 1%;
  border-left: 1px solid #d6d6d6;
}
table.ProductInfo thead th:first-child {
  border-left: none;
}

table.ProductInfo tfoot {
  font-size: 16px;
  font-weight: bold;
  color: #333333;
  background: #D0E4F5;
  border-top: 3px solid #A9A9A9;
}
table.ProductInfo tfoot td {
  font-size: 14px;
}
--></style>",1Gb/s,"1 Year ETB Warranty","1 Year ETB Warranty – 1 year parts and labour, return to base warranty provided by ETB Technologies Ltd. ",1.0000,https://cdn.etb-tech.com/media/catalog/product/e/q/equallogic_ps4100e_12_2tb_no_bezel_front_angled_dsc3391_3.jpg,https://cdn.etb-tech.com/media/catalog/product/e/q/equallogic_ps4100_rear_dsc0960_5.jpg,https://cdn.etb-tech.com/media/catalog/product/e/q/equallogic_ps4100e_ebay_4.jpg,,
SA00152,"Dell EqualLogic PS4100 Series","Dell EqualLogic PS4100X SFF 1x24 2.5"" - 24 x 600GB 10k SAS 2.5""","<h3><b>Dell EqualLogic PS4100X Storage Area Network Array (SAN)</b></h3>
<ul>
<li>24 x 600GB 10k SAS 2.5"" Dell EqualLogic Enterprise Hard Drives</li>
<li>14.4TB Raw Capacity</li>
<li>x24 way backplane for up to 24 x 2.5"" SAS hard drives</li>
<li>Dual Redundant PSUs</li>
<li>Rails Not Included</li>
<li>Bezel Not Included</li>
</ul>
<b>2 x Type 12 Redundant Controllers</b>
<ul>
<li>2 x RJ45 Ethernet Ports Per Controller</li>
<li>1 x RJ45 Management Port</li>
<li>1 x Serial Port</li>
</ul>
<br />
<p>Connectivity via Ethernet Switch (Not Included)</p>","<ul>
<li><b>24 x 600GB 10k SAS HDD</b></li>
<li>14.4TB Raw Capacity</li>
<li>1Gbps iSCSI</li>
<li>2 x Type 12 Controllers</li>
<li>Dual Redundant PSUs</li>
<li>Rails Not Included</li>
</ul>
",30.0000,2440.0000,https://www.etb-tech.com/dell-equallogic-ps4100x-sff-1x24-2-5-24-x-600gb-10k-sas-2-5.html,"Dell EqualLogic PS4100X - 24 x 600GB 10k SAS","Buy Dell EqualLogic PS4100X - 24 x 600GB 10k SAS EqualLogic Enterprise hard drives.  All specs in stock ready for next day delivery and include a 12 month warranty.",https://cdn.etb-tech.com/media/catalog/product/e/q/equallogic_ps41xx_1x24_no_bezel_front_1_1.jpg,,/e/q/equallogic_ps41xx_1x24_no_bezel_front_1_1.jpg,,/e/q/equallogic_ps41xx_1x24_no_bezel_front_1_1.jpg,,"2U Rackmount","ETB Refurbished","ETB Refurbished – A pre-owned item that has been fully tested, cleaned and returned to factory defaults where applicable","1GbE iSCSI","Storage Arrays",Equallogic,"PS4100 Series",,58317,"<h2><b>Dell EqualLogic PS4100X Storage Area Network Array (SAN)</b></h2>
<ul>
<li>24 x 600GB 10k SAS 2.5"" Dell EqualLogic Enterprise Hard Drives</li>
<li>14.4TB Raw Capacity</li>
<li>x24 way backplane for up to 24 x 2.5"" SAS hard drives</li>
<li>Dual Redundant PSUs</li>
<li>Rails Not Included</li>
<li>Bezel Not Included</li>
</ul>
<b>2 x Type 12 Redundant Controllers</b>
<ul>
<li>2 x RJ45 Ethernet Ports Per Controller</li>
<li>1 x RJ45 Management Port</li>
<li>1 x Serial Port</li>
</ul>
<br /><br />
<ul>
<li>Condition - <b>Refurbished</b></li>
<li>Warranty - <b>12 Months Return to Base warranty with seller</b></li>
</ul>
<br /><br />
<p>Connectivity via Ethernet Switch (Not Included)</p>
<br /><br />","Dell EqualLogic PS4100X - 24 x 600GB 10k SAS","Price Includes UK VAT @ 20% - Free UK Delivery - See item description for warranty information","Dell EqualLogic PS4100X - 24 x 600GB 10k SAS iSCSI Storage Array",24,"24 x 2.5""",,"2.5""",Equallogic,PS4100X,,,"Dell Equallogic PS4100X  with 24 x 600GB 10k SAS","<table class=""ProductInfo"">
<thead>
<tr><th colspan=""2"">Dell EqualLogic PS4100X Tech Specs</th></tr>
</thead>
<tbody>
<tr>
<td>Storage Controllers</td>
<td>Dual controllers, each with 4GB memory for PS-series firmware. <br />Each controller provides cache to flash for data protection.</td>
</tr>
<tr>
<td>Network Interfaces</td>
<td>Two (2) GbE copper, One (1) 10/100 copper (optional management network only) per controller</td>
</tr>
<tr>
<td>Hard Disk Drives</td>
<td>Twenty-four (24) 10K SAS hot-pluggable hard disk drives</td>
</tr>
<tr>
<td>Drive Capacities</td>
<td>2.5"" 10,000 RPM SAS drives</td>
</tr>
<tr>
<td>Volumes</td>
<td>Up to 256</td>
</tr>
<tr>
<td>Snapshots</td>
<td>128 per volume / up to 2,048 total per group</td>
</tr>
<tr>
<td>Volume Connections Per PS Series Group</td>
<td>Up to 512 per pool / 1024 per group</td>
</tr>
<tr>
<td>Host Protocol</td>
<td>Any standards-compliant iSCSI initiator</td>
</tr>
<tr>
<td>OS Supported</td>
<td>Windows 2000 Server, Windows Server 2003, Windows Server 2008, including Hyper-V, Windows Vista, <br />Windows Server 2008 R2 including Hyper-V, Windows XP, Red Hat Enterprise Linux, SUSE Linux Enterprise, <br />Sun Solaris, IBM AIX, HP-UX, Mac OS X, VMware ESX Server 3 / 3.5 / 4 / 4.1 / 5, <br />ESXi 3.5 / 4 / 4.1 / 5, Citrix XenServer, Novell NetWare</td>
</tr>
<tr>
<td>RAID Support</td>
<td>RAID 5, RAID 6, RAID 10, and RAID 50</td>
</tr>
<tr>
<td>TCP Network Support</td>
<td>IPv4, IPv6 core support</td>
</tr>
<tr>
<td>Expansion Option</td>
<td>Can be combined with other EqualLogic PS Series arrays in the same SAN group, online. <br />A maximum of two (2) PS4x00 arrays can be in a group.</td>
</tr>
<tr>
<td>Reliability</td>
<td>Vertical port sharing Redundant hot-swappable controllers, power supplies / cooling fans, <br />and hot-swappable disks Individual disk drive slot power control Cache-to-flash</td>
</tr>
<tr>
<td>Enclosure Monitoring System</td>
<td>Automatic spare configuration and utilization SMART Automatic bad block replacement<br /> Auto-Stat Disk Monitoring System (ADMS) to monitor health of data on disk drives</td>
</tr>
<tr>
<td>Management Interfaces</td>
<td>SAN Headquarters multi-group performance and event monitoring tool Serial console Ability <br />to configure a separate management network SNMP, telnet, SSH, HTTP, Web (SSL), <br />host scripting Multi-administrator support</td>
</tr>
<tr>
<td>Security</td>
<td>CHAP authentication Access control for iSCSI <br />Access control for management interfaces including RADIUS support</td>
</tr>
<tr>
<td>Notification Methods</td>
<td>SNMP traps, e-mail, syslog</td>
</tr>
<tr>
<td>Power</td>
<td>AC voltage: 100-240 VAC &plusmn;10% single phase 700 W (max, total), <br />+5V up to 155W; +12V up to 624W; +5Vsb up to 10W <br />Frequency: 50/60 Hz Power factor: 0.98 (minimum) <br />Power supplies: Dual 700 W</td>
</tr>
<tr>
<td>Physical</td>
<td>Height: 2U / 87 mm (3.42 inches) <br />Width: 446 mm (17.57 inches) <br />Depth: 546 mm (21.50 inches) <br />Weight: 24.1 kg (53 lbs)</td>
</tr>
</tbody>
</table>
<style><!--
table.ProductInfo {
  font-family: Arial, Helvetica, sans-serif;
  border: 1px solid #d6d6d6;
  width: 100%;
  text-align: left;
  border-collapse: collapse;
}
table.ProductInfo td, table.ProductInfo th {
  border: 1px solid #d6d6d6;
  padding: 2px 2px;
}
table.ProductInfo tbody td {
  font-size: 12px;
  text-align: left;
  padding-left: 2%;
}
table.ProductInfo tr:nth-child(even) {
  background: #f4f4f4;
}
table.ProductInfo td:nth-child(odd) {
color: #3D3D3D;
}
table.ProductInfo thead {
  background: #e6e6e6;
  border-bottom: 1px solid #A9A9A9;
  
}
table.ProductInfo thead th {
  font-size: 15px;
  font-weight: bold;
  color: #3D3D3D;
  text-align: left;
  padding-left: 1%;
  border-left: 1px solid #d6d6d6;
}
table.ProductInfo thead th:first-child {
  border-left: none;
}

table.ProductInfo tfoot {
  font-size: 16px;
  font-weight: bold;
  color: #333333;
  background: #D0E4F5;
  border-top: 3px solid #A9A9A9;
}
table.ProductInfo tfoot td {
  font-size: 14px;
}
--></style>",10Gb/s,"1 Year ETB Warranty","1 Year ETB Warranty – 1 year parts and labour, return to base warranty provided by ETB Technologies Ltd. ",1.0000,https://cdn.etb-tech.com/media/catalog/product/e/q/equallogic_ps41xx_1x24_no_bezel_angle_5.jpg,https://cdn.etb-tech.com/media/catalog/product/e/q/equallogic_ps4100_rear_dsc0960_1_1.jpg,https://cdn.etb-tech.com/media/catalog/product/e/q/equallogic_ps4210x_ebay_1_15.jpg,,
SA00153,"Dell EqualLogic PS4100 Series","Dell EqualLogic PS4100X SFF 1x24 2.5"" - 24 x 900GB 10k SAS 2.5""","<h3><b>Dell EqualLogic PS4100X Storage Area Network Array (SAN)</b></h3>
<ul>
<li>24 x 900GB 10k SAS 2.5"" Dell EqualLogic Enterprise Hard Drives</li>
<li>21.6TB Raw Capacity</li>
<li>x24 way backplane for up to 24 x 2.5"" SAS hard drives</li>
<li>Dual Redundant PSUs</li>
<li>Rails Not Included</li>
<li>Bezel Not Included</li>
</ul>
<b>2 x Type 12 Redundant Controllers</b>
<ul>
<li>2 x RJ45 Ethernet Ports Per Controller</li>
<li>1 x RJ45 Management Port</li>
<li>1 x Serial Port</li>
</ul>
<br />
<p>Connectivity via Ethernet Switch (Not Included)</p>","<ul>
<li><b>24 x 900GB 10k SAS HDD</b></li>
<li>21.6TB Raw Capacity</li>
<li>1Gbps iSCSI</li>
<li>2 x Type 12 Controllers</li>
<li>Dual Redundant PSUs</li>
<li>Rails Not Included</li>
</ul>
",30.0000,2920.0000,https://www.etb-tech.com/dell-equallogic-ps4100x-sff-1x24-2-5-24-x-900gb-10k-sas-2-5.html,"Dell EqualLogic PS4100X - 24 x 900GB 10k SAS","Buy Dell EqualLogic PS4100X - 24 x 900GB 10k SAS EqualLogic Enterprise hard drives.  All specs in stock ready for next day delivery and include a 12 month warranty.",https://cdn.etb-tech.com/media/catalog/product/e/q/equallogic_ps41xx_1x24_no_bezel_front_4.jpg,,/e/q/equallogic_ps41xx_1x24_no_bezel_front_4.jpg,,/e/q/equallogic_ps41xx_1x24_no_bezel_front_4.jpg,,"2U Rackmount","ETB Refurbished","ETB Refurbished – A pre-owned item that has been fully tested, cleaned and returned to factory defaults where applicable","1GbE iSCSI","Storage Arrays",Equallogic,"PS4100 Series",,58317,"<h2><b>Dell EqualLogic PS4100X Storage Area Network Array (SAN)</b></h2>
<ul>
<li>24 x 900GB 10k SAS 2.5"" Dell EqualLogic Enterprise Hard Drives</li>
<li>21.6TB Raw Capacity</li>
<li>x24 way backplane for up to 24 x 2.5"" SAS hard drives</li>
<li>Dual Redundant PSUs</li>
<li>Rails Not Included</li>
<li>Bezel Not Included</li>
</ul>
<b>2 x Type 12 Redundant Controllers</b>
<ul>
<li>2 x RJ45 Ethernet Ports Per Controller</li>
<li>1 x RJ45 Management Port</li>
<li>1 x Serial Port</li>
</ul>
<br /><br />
<ul> 
<li>Condition - <b>Refurbished</b></li>
<li>Warranty - <b>12 Months Return to Base warranty with seller</b></li>
</ul>
<br /><br />
<p>Connectivity via Ethernet Switch (Not Included)</p>
<br /><br />","Dell EqualLogic PS4100X - 24 x 900GB 10k SAS","Price Includes UK VAT @ 20% - Free UK Delivery - See item description for warranty information","Dell EqualLogic PS4100X - 24 x 900GB 10k SAS iSCSI Storage Array",24,"24 x 2.5""",,"2.5""",Equallogic,PS4100X,,,"Dell EqualLogic PS4100X with 24 x 900GB 10k SAS","<table class=""ProductInfo"">
<thead>
<tr><th colspan=""2"">Dell EqualLogic PS4100X Tech Specs</th></tr>
</thead>
<tbody>
<tr>
<td>Storage Controllers</td>
<td>Dual controllers, each with 4GB memory for PS-series firmware. <br />Each controller provides cache to flash for data protection.</td>
</tr>
<tr>
<td>Network Interfaces</td>
<td>Two (2) GbE copper, One (1) 10/100 copper (optional management network only) per controller</td>
</tr>
<tr>
<td>Hard Disk Drives</td>
<td>Twenty-four (24) 10K SAS hot-pluggable hard disk drives</td>
</tr>
<tr>
<td>Drive Capacities</td>
<td>2.5"" 10,000 RPM SAS drives</td>
</tr>
<tr>
<td>Volumes</td>
<td>Up to 256</td>
</tr>
<tr>
<td>Snapshots</td>
<td>128 per volume / up to 2,048 total per group</td>
</tr>
<tr>
<td>Volume Connections Per PS Series Group</td>
<td>Up to 512 per pool / 1024 per group</td>
</tr>
<tr>
<td>Host Protocol</td>
<td>Any standards-compliant iSCSI initiator</td>
</tr>
<tr>
<td>OS Supported</td>
<td>Windows 2000 Server, Windows Server 2003, Windows Server 2008, including Hyper-V, Windows Vista, <br />Windows Server 2008 R2 including Hyper-V, Windows XP, Red Hat Enterprise Linux, SUSE Linux Enterprise, <br />Sun Solaris, IBM AIX, HP-UX, Mac OS X, VMware ESX Server 3 / 3.5 / 4 / 4.1 / 5, <br />ESXi 3.5 / 4 / 4.1 / 5, Citrix XenServer, Novell NetWare</td>
</tr>
<tr>
<td>RAID Support</td>
<td>RAID 5, RAID 6, RAID 10, and RAID 50</td>
</tr>
<tr>
<td>TCP Network Support</td>
<td>IPv4, IPv6 core support</td>
</tr>
<tr>
<td>Expansion Option</td>
<td>Can be combined with other EqualLogic PS Series arrays in the same SAN group, online. <br />A maximum of two (2) PS4x00 arrays can be in a group.</td>
</tr>
<tr>
<td>Reliability</td>
<td>Vertical port sharing Redundant hot-swappable controllers, power supplies / cooling fans, <br />and hot-swappable disks Individual disk drive slot power control Cache-to-flash</td>
</tr>
<tr>
<td>Enclosure Monitoring System</td>
<td>Automatic spare configuration and utilization SMART Automatic bad block replacement<br /> Auto-Stat Disk Monitoring System (ADMS) to monitor health of data on disk drives</td>
</tr>
<tr>
<td>Management Interfaces</td>
<td>SAN Headquarters multi-group performance and event monitoring tool Serial console Ability <br />to configure a separate management network SNMP, telnet, SSH, HTTP, Web (SSL), <br />host scripting Multi-administrator support</td>
</tr>
<tr>
<td>Security</td>
<td>CHAP authentication Access control for iSCSI <br />Access control for management interfaces including RADIUS support</td>
</tr>
<tr>
<td>Notification Methods</td>
<td>SNMP traps, e-mail, syslog</td>
</tr>
<tr>
<td>Power</td>
<td>AC voltage: 100-240 VAC &plusmn;10% single phase 700 W (max, total), <br />+5V up to 155W; +12V up to 624W; +5Vsb up to 10W <br />Frequency: 50/60 Hz Power factor: 0.98 (minimum) <br />Power supplies: Dual 700 W</td>
</tr>
<tr>
<td>Physical</td>
<td>Height: 2U / 87 mm (3.42 inches) <br />Width: 446 mm (17.57 inches) <br />Depth: 546 mm (21.50 inches) <br />Weight: 24.1 kg (53 lbs)</td>
</tr>
</tbody>
</table>
<style><!--
table.ProductInfo {
  font-family: Arial, Helvetica, sans-serif;
  border: 1px solid #d6d6d6;
  width: 100%;
  text-align: left;
  border-collapse: collapse;
}
table.ProductInfo td, table.ProductInfo th {
  border: 1px solid #d6d6d6;
  padding: 2px 2px;
}
table.ProductInfo tbody td {
  font-size: 12px;
  text-align: left;
  padding-left: 2%;
}
table.ProductInfo tr:nth-child(even) {
  background: #f4f4f4;
}
table.ProductInfo td:nth-child(odd) {
color: #3D3D3D;
}
table.ProductInfo thead {
  background: #e6e6e6;
  border-bottom: 1px solid #A9A9A9;
  
}
table.ProductInfo thead th {
  font-size: 15px;
  font-weight: bold;
  color: #3D3D3D;
  text-align: left;
  padding-left: 1%;
  border-left: 1px solid #d6d6d6;
}
table.ProductInfo thead th:first-child {
  border-left: none;
}

table.ProductInfo tfoot {
  font-size: 16px;
  font-weight: bold;
  color: #333333;
  background: #D0E4F5;
  border-top: 3px solid #A9A9A9;
}
table.ProductInfo tfoot td {
  font-size: 14px;
}
--></style>",1Gb/s,"1 Year ETB Warranty","1 Year ETB Warranty – 1 year parts and labour, return to base warranty provided by ETB Technologies Ltd. ",1.0000,https://cdn.etb-tech.com/media/catalog/product/e/q/equallogic_ps41xx_1x24_no_bezel_angle_4.jpg,https://cdn.etb-tech.com/media/catalog/product/e/q/equallogic_ps4100_rear_dsc0960_6.jpg,https://cdn.etb-tech.com/media/catalog/product/e/q/equallogic_ps4210x_ebay_1_11.jpg,,
